Order ID,Customer Name,Category,Sub Category,,
OD1277,Komal,Bakery,Biscuits,,
OD1278,Kumar,Snacks,Chocolates,,
OD1279,Arutra,Fruits & Veggies,Organic Fruits,,
OD1280,Sundar,Fruits & Veggies,Fresh Fruits,,
OD1281,Hafiz,Snacks,Cookies,,
OD1282,Esther,Snacks,Cookies,,
OD1283,Adavan,Snacks,Chocolates,,
OD1284,Haseena,Food Grains,Organic Staples,,
OD1285,Surya,"Eggs, Meat & Fish",Fish,,
OD1286,Sudha,Oil & Masala,Masalas,,
OD1287,Veronica,Food Grains,Dals & Pulses,,
OD1288,Kumar,Snacks,Noodles,,
OD1289,Ganesh,Oil & Masala,Masalas,,
OD1290,Kumar,Food Grains,Organic Staples,,
OD1291,Hafiz,"Eggs, Meat & Fish",Mutton,,
OD1292,Esther,"Eggs, Meat & Fish",Chicken,,
OD1293,Suresh,Fruits & Veggies,Fresh Fruits,,
OD1294,Ridhesh,Snacks,Cookies,,
OD1295,Vidya,"Eggs, Meat & Fish",Mutton,,
OD1296,Jonas,Fruits & Veggies,Organic Vegetables,,
OD1297,Esther,Bakery,Breads & Buns,,
OD1298,Verma,Fruits & Veggies,Organic Fruits,,
OD1299,Komal,Fruits & Veggies,Fresh Fruits,,
OD1300,James,Beverages,Soft Drinks,,
OD1301,Adavan,Fruits & Veggies,Fresh Fruits,,
OD1302,Amy,Beverages,Soft Drinks,,
OD1303,Verma,Fruits & Veggies,Organic Fruits,,
OD1304,Yadav,Fruits & Veggies,Fresh Vegetables,,
OD1305,Akash,Fruits & Veggies,Organic Vegetables,,
OD1306,Aditi,Food Grains,Dals & Pulses,,
OD1307,Krithika,Beverages,Soft Drinks,,
OD1308,Sundar,Bakery,Cakes,,
OD1309,Krithika,Snacks,Cookies,,
OD1310,Harish,Beverages,Health Drinks,,
OD1311,Verma,Bakery,Biscuits,,
OD1312,Verma,Oil & Masala,Masalas,,
OD1313,Komal,Fruits & Veggies,Fresh Vegetables,,
OD1314,Aditi,Oil & Masala,Masalas,,
OD1315,Anu,Beverages,Health Drinks,,
OD1316,Anu,Snacks,Noodles,,
OD1317,Ridhesh,Beverages,Health Drinks,,
OD1318,Roshan,Food Grains,Rice,,
OD1319,Anu,Bakery,Biscuits,,
OD1320,Ridhesh,Beverages,Health Drinks,,
OD1321,Surya,Bakery,Biscuits,,
OD1322,Willams,Oil & Masala,Edible Oil & Ghee,,
OD1323,Yusuf,Oil & Masala,Edible Oil & Ghee,,
OD1324,Vinne,Snacks,Cookies,,
OD1325,Suresh,Beverages,Health Drinks,,
OD1326,Hussain,"Eggs, Meat & Fish",Fish,,
OD1327,Kumar,Food Grains,Dals & Pulses,,
OD1328,Arvind,Oil & Masala,Masalas,,
OD1329,James,Food Grains,Rice,,
OD1330,Willams,Oil & Masala,Masalas,,
OD1331,Ravi,Snacks,Noodles,,
OD1332,Hussain,"Eggs, Meat & Fish",Chicken,,
OD1333,Yadav,Bakery,Biscuits,,
OD1334,Jonas,Snacks,Cookies,,
OD1335,Willams,Bakery,Cakes,,
OD1336,Rumaiza,Beverages,Health Drinks,,
OD1337,Kumar,Food Grains,Dals & Pulses,,
OD1338,Muneer,Bakery,Biscuits,,
OD1339,Hussain,Fruits & Veggies,Fresh Fruits,,
OD1340,Roshan,Fruits & Veggies,Fresh Fruits,,
OD1341,Anu,Fruits & Veggies,Organic Vegetables,,
OD1342,Rumaiza,Beverages,Health Drinks,,
OD1343,Akash,Food Grains,Dals & Pulses,,
OD1344,Shree,Beverages,Health Drinks,,
OD1345,Vince,Bakery,Cakes,,
OD1346,Malik,Snacks,Cookies,,
OD1347,Amrish,Bakery,Biscuits,,
OD1348,Vince,Bakery,Cakes,,
OD1349,Ridhesh,Oil & Masala,Spices,,
OD1350,James,Bakery,Breads & Buns,,
OD1351,Rumaiza,"Eggs, Meat & Fish",Mutton,,
OD1352,Verma,Bakery,Biscuits,,
OD1353,Ravi,Fruits & Veggies,Fresh Fruits,,
OD1354,Arutra,Snacks,Cookies,,
OD1355,Jonas,Oil & Masala,Spices,,
OD1356,Roshan,"Eggs, Meat & Fish",Chicken,,
OD1357,James,Fruits & Veggies,Organic Fruits,,
OD1358,Peer,Snacks,Cookies,,
OD1359,Verma,"Eggs, Meat & Fish",Fish,,
OD1360,Shah,Food Grains,Rice,,
OD1361,Alan,"Eggs, Meat & Fish",Eggs,,
OD1362,Shah,Fruits & Veggies,Organic Vegetables,,
OD1363,Sudeep,Fruits & Veggies,Organic Fruits,,
OD1364,Arvind,Oil & Masala,Masalas,,
OD1365,Harish,Food Grains,Atta & Flour,,
OD1366,Suresh,Food Grains,Atta & Flour,,
OD1367,Ravi,"Eggs, Meat & Fish",Fish,,
OD1368,Mathew,Beverages,Health Drinks,,
OD1369,Malik,Snacks,Cookies,,
OD1370,Roshan,Food Grains,Atta & Flour,,
OD1371,Shah,Food Grains,Rice,,
OD1372,Sabeela,Bakery,Biscuits,,
OD1373,Vidya,"Eggs, Meat & Fish",Mutton,,
OD1374,Hussain,Food Grains,Atta & Flour,,
OD1375,Amrish,Oil & Masala,Masalas,,
OD1376,Suresh,Fruits & Veggies,Fresh Vegetables,,
OD1377,Rumaiza,Oil & Masala,Edible Oil & Ghee,,
OD1378,Peer,Oil & Masala,Spices,,
OD1379,Sheeba,Oil & Masala,Edible Oil & Ghee,,
OD1380,Aditi,Bakery,Biscuits,,
OD1381,Vinne,"Eggs, Meat & Fish",Eggs,,
OD1382,Rumaiza,Beverages,Soft Drinks,,
OD1383,Jonas,"Eggs, Meat & Fish",Mutton,,
OD1384,Ravi,Beverages,Health Drinks,,
OD1385,Rumaiza,Fruits & Veggies,Organic Fruits,,
OD1386,Jonas,"Eggs, Meat & Fish",Eggs,,
OD1387,James,Beverages,Health Drinks,,
OD1388,Yadav,Beverages,Health Drinks,,
OD1389,Peer,"Eggs, Meat & Fish",Mutton,,
OD1390,Arutra,Bakery,Biscuits,,
OD1391,Amrish,Snacks,Cookies,,
OD1392,Veronica,Fruits & Veggies,Organic Fruits,,
OD1393,Alan,Oil & Masala,Edible Oil & Ghee,,
OD1394,Suresh,Snacks,Chocolates,,
OD1395,Krithika,Snacks,Chocolates,,
OD1396,Hafiz,Food Grains,Rice,,
OD1397,Sudeep,Bakery,Biscuits,,
OD1398,Hussain,Beverages,Health Drinks,,
OD1399,Jonas,Bakery,Breads & Buns,,
OD1400,Adavan,Fruits & Veggies,Organic Fruits,,
OD1401,Peer,Food Grains,Atta & Flour,,
OD1402,Roshan,"Eggs, Meat & Fish",Eggs,,
OD1403,Sheeba,Beverages,Health Drinks,,
OD1404,James,"Eggs, Meat & Fish",Eggs,,
OD1405,Arvind,"Eggs, Meat & Fish",Eggs,,
OD1406,Ram,"Eggs, Meat & Fish",Fish,,
OD1407,Muneer,Snacks,Cookies,,
OD1408,Sharon,Bakery,Biscuits,,
OD1409,Yadav,Snacks,Noodles,,
OD1410,Yusuf,Snacks,Noodles,,
OD1411,Yusuf,Beverages,Soft Drinks,,
OD1412,Hussain,Bakery,Breads & Buns,,
OD1413,Peer,Fruits & Veggies,Organic Vegetables,,
OD1414,Veena,Fruits & Veggies,Fresh Fruits,,
OD1415,Sheeba,Oil & Masala,Spices,,
OD1416,Vince,Food Grains,Rice,,
OD1417,Sharon,Food Grains,Organic Staples,,
OD1418,Vinne,Snacks,Noodles,,
OD1419,Harish,Fruits & Veggies,Fresh Fruits,,
OD1420,Akash,Snacks,Noodles,,
OD1421,Sharon,Beverages,Soft Drinks,,
OD1422,Alan,Oil & Masala,Spices,,
OD1423,Akash,Food Grains,Organic Staples,,
OD1424,Roshan,Oil & Masala,Spices,,
OD1425,Akash,"Eggs, Meat & Fish",Eggs,,
OD1426,Sheeba,Beverages,Health Drinks,,
OD1427,Mathew,Beverages,Soft Drinks,,
OD1428,Peer,Fruits & Veggies,Fresh Vegetables,,
OD1429,Jackson,Fruits & Veggies,Organic Vegetables,,
OD1430,Sabeela,Fruits & Veggies,Organic Vegetables,,
OD1431,Alan,Bakery,Biscuits,,
OD1432,Roshan,Snacks,Chocolates,,
OD1433,Vinne,Bakery,Cakes,,
OD1434,Suresh,"Eggs, Meat & Fish",Eggs,,
OD1435,Vidya,Food Grains,Atta & Flour,,
OD1436,Amrish,Bakery,Breads & Buns,,
OD1437,Sheeba,Bakery,Breads & Buns,,
OD1438,Vidya,Fruits & Veggies,Fresh Vegetables,,
OD1439,Esther,Bakery,Breads & Buns,,
OD1440,Surya,Fruits & Veggies,Organic Vegetables,,
OD1441,Anu,Oil & Masala,Masalas,,
OD1442,Yusuf,Beverages,Health Drinks,,
OD1443,Jonas,Fruits & Veggies,Fresh Vegetables,,
OD1444,Mathew,Beverages,Health Drinks,,
OD1445,Krithika,Oil & Masala,Spices,,
OD1446,Yadav,Food Grains,Organic Staples,,
OD1447,Haseena,Food Grains,Dals & Pulses,,
OD1448,Hafiz,Bakery,Breads & Buns,,
OD1449,Anu,Oil & Masala,Spices,,
OD1450,Sudha,Food Grains,Organic Staples,,
OD1451,Aditi,Oil & Masala,Spices,,
OD1452,Sabeela,Food Grains,Atta & Flour,,
OD1453,Sharon,Fruits & Veggies,Organic Vegetables,,
OD1454,Sharon,Food Grains,Dals & Pulses,,
OD1455,Anu,Fruits & Veggies,Organic Vegetables,,
OD1456,Ram,Snacks,Chocolates,,
OD1457,Ram,Beverages,Soft Drinks,,
OD1458,Sharon,Beverages,Soft Drinks,,
OD1459,Amrish,Snacks,Noodles,,
OD1460,Hussain,Food Grains,Atta & Flour,,
OD1461,Harish,Oil & Masala,Edible Oil & Ghee,,
OD1462,Roshan,Beverages,Soft Drinks,,
OD1463,Amrish,Bakery,Cakes,,
OD1464,Ridhesh,Food Grains,Organic Staples,,
OD1465,Ganesh,Bakery,Cakes,,
OD1466,Arvind,Oil & Masala,Spices,,
OD1467,Sudeep,Oil & Masala,Spices,,
OD1468,Arvind,Bakery,Breads & Buns,,
OD1469,Sudeep,Bakery,Breads & Buns,,
OD1470,Sundar,Beverages,Health Drinks,,
OD1471,Arutra,"Eggs, Meat & Fish",Chicken,,
OD1472,Ridhesh,Oil & Masala,Spices,,
OD1473,Haseena,Bakery,Biscuits,,
OD1474,Esther,Beverages,Soft Drinks,,
OD1475,Shah,Bakery,Cakes,,
OD1476,Harish,Bakery,Biscuits,,
OD1477,Vidya,Oil & Masala,Edible Oil & Ghee,,
OD1478,Shah,Food Grains,Rice,,
OD1479,Shah,"Eggs, Meat & Fish",Mutton,,
OD1480,Sabeela,Oil & Masala,Spices,,
OD1481,Rumaiza,Beverages,Soft Drinks,,
OD1482,Haseena,Beverages,Health Drinks,,
OD1483,Sharon,Bakery,Cakes,,
OD1484,Ganesh,Food Grains,Atta & Flour,,
OD1485,Haseena,Fruits & Veggies,Organic Vegetables,,
OD1486,Vinne,Bakery,Breads & Buns,,
OD1487,Ram,Oil & Masala,Masalas,,
OD1488,Suresh,"Eggs, Meat & Fish",Fish,,
OD1489,Alan,"Eggs, Meat & Fish",Eggs,,
OD1490,Veronica,Fruits & Veggies,Fresh Fruits,,
OD1491,Hafiz,Snacks,Chocolates,,
OD1492,Sudeep,Snacks,Noodles,,
OD1493,Surya,Oil & Masala,Edible Oil & Ghee,,
OD1494,Ram,Oil & Masala,Spices,,
OD1495,James,Bakery,Cakes,,
OD1496,Arvind,Food Grains,Atta & Flour,,
OD1497,Alan,Beverages,Health Drinks,,
OD1498,Sudeep,"Eggs, Meat & Fish",Chicken,,
OD1499,Ridhesh,Fruits & Veggies,Organic Vegetables,,
OD1500,Peer,Snacks,Chocolates,,
OD1501,Sundar,Snacks,Noodles,,
OD1502,Suresh,"Eggs, Meat & Fish",Chicken,,
OD1503,Anu,Beverages,Health Drinks,,
OD1504,Suresh,Fruits & Veggies,Organic Fruits,,
OD1505,Veronica,Oil & Masala,Masalas,,
OD1506,Mathew,Oil & Masala,Spices,,
OD1507,Malik,"Eggs, Meat & Fish",Mutton,,
OD1508,Suresh,Fruits & Veggies,Fresh Vegetables,,
OD1509,Yusuf,Snacks,Cookies,,
OD1510,Mathew,Beverages,Soft Drinks,,
OD1511,Aditi,Bakery,Breads & Buns,,
OD1512,Sharon,Bakery,Breads & Buns,,
OD1513,Akash,Oil & Masala,Edible Oil & Ghee,,
OD1514,Jackson,Oil & Masala,Spices,,
OD1515,Sheeba,Beverages,Soft Drinks,,
OD1516,Veena,Snacks,Noodles,,
OD1517,Hussain,Snacks,Noodles,,
OD1518,Ramesh,Oil & Masala,Edible Oil & Ghee,,
OD1519,Alan,Fruits & Veggies,Fresh Vegetables,,
OD1520,Krithika,Bakery,Breads & Buns,,
OD1521,Jackson,Snacks,Cookies,,
OD1522,Vinne,Oil & Masala,Spices,,
OD1523,Surya,Bakery,Breads & Buns,,
OD1524,Arutra,Oil & Masala,Edible Oil & Ghee,,
OD1525,Arvind,Food Grains,Rice,,
OD1526,Verma,Snacks,Noodles,,
OD1527,Sudeep,Oil & Masala,Spices,,
OD1528,Amy,Bakery,Breads & Buns,,
OD1529,Mathew,Beverages,Health Drinks,,
OD1530,Sudha,Food Grains,Rice,,
OD1531,Adavan,Beverages,Soft Drinks,,
OD1532,Sundar,Bakery,Breads & Buns,,
OD1533,Vidya,Beverages,Soft Drinks,,
OD1534,Ramesh,"Eggs, Meat & Fish",Chicken,,
OD1535,Vinne,Oil & Masala,Masalas,,
OD1536,Krithika,Bakery,Breads & Buns,,
OD1537,Peer,Beverages,Soft Drinks,,
OD1538,Sabeela,Beverages,Soft Drinks,,
OD1539,Ridhesh,Beverages,Health Drinks,,
OD1540,Sabeela,Snacks,Noodles,,
OD1541,Rumaiza,Bakery,Biscuits,,
OD1542,Verma,Beverages,Health Drinks,,
OD1543,Yadav,Snacks,Cookies,,
OD1544,Veena,Bakery,Biscuits,,
OD1545,Roshan,Fruits & Veggies,Fresh Vegetables,,
OD1546,Willams,Bakery,Cakes,,
OD1547,Vince,Bakery,Biscuits,,
OD1548,Sudeep,Beverages,Health Drinks,,
OD1549,Akash,Food Grains,Atta & Flour,,
OD1550,Surya,Oil & Masala,Edible Oil & Ghee,,
OD1551,Krithika,Bakery,Breads & Buns,,
OD1552,Sheeba,Fruits & Veggies,Organic Vegetables,,
OD1553,Vinne,Fruits & Veggies,Fresh Fruits,,
OD1554,Ram,Beverages,Soft Drinks,,
OD1555,Arutra,Fruits & Veggies,Organic Fruits,,
OD1556,Ram,Fruits & Veggies,Organic Vegetables,,
OD1557,Akash,"Eggs, Meat & Fish",Chicken,,
OD1558,Anu,Fruits & Veggies,Organic Vegetables,,
OD1559,Ganesh,Fruits & Veggies,Fresh Fruits,,
OD1560,Ganesh,"Eggs, Meat & Fish",Fish,,
OD1561,Shree,Food Grains,Rice,,
OD1562,Jackson,"Eggs, Meat & Fish",Eggs,,
OD1563,Jonas,Food Grains,Organic Staples,,
OD1564,Shree,Bakery,Cakes,,
OD1565,Suresh,Beverages,Health Drinks,,
OD1566,Anu,Food Grains,Rice,,
OD1567,Sundar,Bakery,Cakes,,
OD1568,Surya,Beverages,Health Drinks,,
OD1569,Harish,Food Grains,Atta & Flour,,
OD1570,Sudha,Oil & Masala,Spices,,
OD1571,Esther,Oil & Masala,Edible Oil & Ghee,,
OD1572,Akash,Bakery,Breads & Buns,,
OD1573,Willams,Fruits & Veggies,Organic Fruits,,
OD1574,Veronica,Food Grains,Rice,,
OD1575,Esther,"Eggs, Meat & Fish",Mutton,,
OD1576,Roshan,Oil & Masala,Edible Oil & Ghee,,
OD1577,Arvind,Oil & Masala,Edible Oil & Ghee,,
OD1578,Malik,Bakery,Biscuits,,
OD1579,Sudha,Beverages,Soft Drinks,,
OD1580,Vidya,Food Grains,Dals & Pulses,,
OD1581,Vidya,Food Grains,Rice,,
OD1582,Alan,Fruits & Veggies,Fresh Vegetables,,
OD1583,Ram,Snacks,Noodles,,
OD1584,Ravi,Fruits & Veggies,Fresh Fruits,,
OD1585,Arutra,Food Grains,Atta & Flour,,
OD1586,Peer,Snacks,Noodles,,
OD1587,Arutra,Fruits & Veggies,Fresh Fruits,,
OD1588,James,Oil & Masala,Masalas,,
OD1589,Amy,Oil & Masala,Masalas,,
OD1590,Sheeba,Fruits & Veggies,Fresh Fruits,,
OD1591,Yusuf,Fruits & Veggies,Organic Fruits,,
OD1592,Shah,Beverages,Soft Drinks,,
OD1593,Veena,Snacks,Noodles,,
OD1594,Jonas,Beverages,Soft Drinks,,
OD1595,James,"Eggs, Meat & Fish",Fish,,
OD1596,Arutra,Beverages,Soft Drinks,,
OD1597,Peer,Bakery,Biscuits,,
OD1598,Jackson,Bakery,Cakes,,
OD1599,Rumaiza,Beverages,Soft Drinks,,
OD1600,Veronica,Snacks,Chocolates,,
OD1601,Aditi,"Eggs, Meat & Fish",Eggs,,
OD1602,Sharon,Bakery,Breads & Buns,,
OD1603,Veronica,Bakery,Cakes,,
OD1604,Malik,Food Grains,Organic Staples,,
OD1605,Surya,"Eggs, Meat & Fish",Fish,,
OD1606,Krithika,Oil & Masala,Edible Oil & Ghee,,
OD1607,Ridhesh,Food Grains,Organic Staples,,
OD1608,Malik,Bakery,Cakes,,
OD1609,Akash,Bakery,Biscuits,,
OD1610,Arutra,Bakery,Breads & Buns,,
OD1611,Vince,Bakery,Breads & Buns,,
OD1612,Komal,Oil & Masala,Masalas,,
OD1613,Verma,Oil & Masala,Spices,,
OD1614,Jonas,Snacks,Chocolates,,
OD1615,Veronica,Food Grains,Dals & Pulses,,
OD1616,Hussain,Beverages,Health Drinks,,
OD1617,Verma,Snacks,Cookies,,
OD1618,Aditi,Bakery,Biscuits,,
OD1619,Ridhesh,Snacks,Noodles,,
OD1620,Sharon,Bakery,Cakes,,
OD1621,Amrish,"Eggs, Meat & Fish",Chicken,,
OD1622,Krithika,Oil & Masala,Edible Oil & Ghee,,
OD1623,Amrish,Beverages,Health Drinks,,
OD1624,Ramesh,Fruits & Veggies,Organic Fruits,,
OD1625,Sudha,Snacks,Cookies,,
OD1626,Esther,Fruits & Veggies,Fresh Vegetables,,
OD1627,Arutra,Bakery,Biscuits,,
OD1628,Jonas,Oil & Masala,Masalas,,
OD1629,Haseena,Snacks,Cookies,,
OD1630,Sudeep,Oil & Masala,Edible Oil & Ghee,,
OD1631,Vince,Beverages,Soft Drinks,,
OD1632,Willams,Oil & Masala,Edible Oil & Ghee,,
OD1633,Surya,Snacks,Cookies,,
OD1634,Surya,Fruits & Veggies,Fresh Fruits,,
OD1635,James,Snacks,Cookies,,
OD1636,Sudha,Oil & Masala,Masalas,,
OD1637,Kumar,Fruits & Veggies,Fresh Fruits,,
OD1638,Arutra,Oil & Masala,Masalas,,
OD1639,Amy,Food Grains,Organic Staples,,
OD1640,Peer,Fruits & Veggies,Organic Vegetables,,
OD1641,Jonas,Fruits & Veggies,Organic Fruits,,
OD1642,Ram,Beverages,Soft Drinks,,
OD1643,Shah,Bakery,Breads & Buns,,
OD1644,Akash,Bakery,Biscuits,,
OD1645,Sharon,Snacks,Cookies,,
OD1646,Amrish,"Eggs, Meat & Fish",Fish,,
OD1647,Shah,Bakery,Biscuits,,
OD1648,Veena,Food Grains,Dals & Pulses,,
OD1649,Muneer,Snacks,Cookies,,
OD1650,Rumaiza,Bakery,Cakes,,
OD1651,Peer,Oil & Masala,Edible Oil & Ghee,,
OD1652,Sundar,Food Grains,Organic Staples,,
OD1653,Sheeba,"Eggs, Meat & Fish",Fish,,
OD1654,Harish,Fruits & Veggies,Organic Fruits,,
OD1655,Arvind,Beverages,Health Drinks,,
OD1656,Ramesh,Bakery,Biscuits,,
OD1657,Jonas,Food Grains,Organic Staples,,
OD1658,Veronica,Fruits & Veggies,Fresh Vegetables,,
OD1659,Esther,Fruits & Veggies,Fresh Vegetables,,
OD1660,Suresh,Fruits & Veggies,Organic Vegetables,,
OD1661,Rumaiza,Food Grains,Atta & Flour,,
OD1662,Peer,Beverages,Health Drinks,,
OD1663,Haseena,Bakery,Biscuits,,
OD1664,Aditi,Beverages,Soft Drinks,,
OD1665,Alan,Fruits & Veggies,Organic Vegetables,,
OD1666,Roshan,Oil & Masala,Edible Oil & Ghee,,
OD1667,Surya,Beverages,Health Drinks,,
OD1668,Sharon,Bakery,Breads & Buns,,
OD1669,Suresh,Oil & Masala,Masalas,,
OD1670,Amrish,Fruits & Veggies,Fresh Fruits,,
OD1671,Alan,Food Grains,Organic Staples,,
OD1672,Kumar,Beverages,Health Drinks,,
OD1673,Shah,Bakery,Breads & Buns,,
OD1674,Muneer,"Eggs, Meat & Fish",Mutton,,
OD1675,Willams,Snacks,Cookies,,
OD1676,Rumaiza,Fruits & Veggies,Organic Fruits,,
OD1677,Alan,Bakery,Breads & Buns,,
OD1678,Veronica,Fruits & Veggies,Fresh Vegetables,,
OD1679,James,"Eggs, Meat & Fish",Chicken,,
OD1680,Harish,Food Grains,Dals & Pulses,,
OD1681,Krithika,Fruits & Veggies,Organic Fruits,,
OD1682,Adavan,Snacks,Noodles,,
OD1683,Ram,Snacks,Cookies,,
OD1684,Willams,Bakery,Breads & Buns,,
OD1685,Ram,Fruits & Veggies,Organic Fruits,,
OD1686,Arvind,Food Grains,Atta & Flour,,
OD1687,Adavan,Oil & Masala,Masalas,,
OD1688,Sudeep,Beverages,Health Drinks,,
OD1689,Sharon,"Eggs, Meat & Fish",Chicken,,
OD1690,Rumaiza,Fruits & Veggies,Organic Vegetables,,
OD1691,Yusuf,Beverages,Soft Drinks,,
OD1692,Yusuf,Oil & Masala,Spices,,
OD1693,Komal,Food Grains,Dals & Pulses,,
OD1694,Jackson,Oil & Masala,Masalas,,
OD1695,Muneer,Oil & Masala,Edible Oil & Ghee,,
OD1696,Surya,Oil & Masala,Masalas,,
OD1697,Krithika,"Eggs, Meat & Fish",Fish,,
OD1698,Jonas,Oil & Masala,Edible Oil & Ghee,,
OD1699,Shree,Snacks,Cookies,,
OD1700,Haseena,"Eggs, Meat & Fish",Fish,,
OD1701,Arvind,Snacks,Cookies,,
OD1702,Sabeela,Oil & Masala,Spices,,
OD1703,Ravi,"Eggs, Meat & Fish",Chicken,,
OD1704,Ganesh,Bakery,Breads & Buns,,
OD1705,Verma,Oil & Masala,Edible Oil & Ghee,,
OD1706,Vinne,Snacks,Noodles,,
OD1707,Ram,Beverages,Health Drinks,,
OD1708,Shah,Snacks,Cookies,,
OD1709,Verma,Bakery,Breads & Buns,,
OD1710,Ridhesh,"Eggs, Meat & Fish",Fish,,
OD1711,Malik,Fruits & Veggies,Fresh Vegetables,,
OD1712,Haseena,Snacks,Cookies,,
OD1713,Sundar,Snacks,Chocolates,,
OD1714,Ramesh,"Eggs, Meat & Fish",Eggs,,
OD1715,Sharon,Fruits & Veggies,Fresh Fruits,,
OD1716,Arvind,Snacks,Noodles,,
OD1717,Sudha,Fruits & Veggies,Fresh Fruits,,
OD1718,Suresh,Beverages,Soft Drinks,,
OD1719,Ram,Beverages,Health Drinks,,
OD1720,Shree,Bakery,Breads & Buns,,
OD1721,Shree,Food Grains,Organic Staples,,
OD1722,Harish,"Eggs, Meat & Fish",Eggs,,
OD1723,Amrish,Oil & Masala,Masalas,,
OD1724,Roshan,Oil & Masala,Spices,,
OD1725,Alan,Fruits & Veggies,Fresh Vegetables,,
OD1726,Mathew,Fruits & Veggies,Fresh Fruits,,
OD1727,Arvind,Oil & Masala,Masalas,,
OD1728,Hafiz,Snacks,Noodles,,
OD1729,Kumar,Oil & Masala,Spices,,
OD1730,Jackson,Snacks,Cookies,,
OD1731,Haseena,Oil & Masala,Masalas,,
OD1732,Willams,Food Grains,Rice,,
OD1733,Ridhesh,"Eggs, Meat & Fish",Mutton,,
OD1734,Veronica,Oil & Masala,Masalas,,
OD1735,Rumaiza,"Eggs, Meat & Fish",Eggs,,
OD1736,Sundar,Snacks,Cookies,,
OD1737,Sheeba,Snacks,Cookies,,
OD1738,Jonas,Beverages,Soft Drinks,,
OD1739,Esther,Beverages,Health Drinks,,
OD1740,Adavan,Beverages,Health Drinks,,
OD1741,Aditi,Oil & Masala,Edible Oil & Ghee,,
OD1742,Jackson,Food Grains,Organic Staples,,
OD1743,Willams,Beverages,Health Drinks,,
OD1744,Hafiz,Oil & Masala,Masalas,,
OD1745,Anu,Beverages,Soft Drinks,,
OD1746,Sudha,Snacks,Chocolates,,
OD1747,Ganesh,"Eggs, Meat & Fish",Mutton,,
OD1748,Verma,Snacks,Noodles,,
OD1749,Veronica,Snacks,Cookies,,
OD1750,Muneer,Oil & Masala,Masalas,,
OD1751,Sheeba,Snacks,Noodles,,
OD1752,Haseena,"Eggs, Meat & Fish",Eggs,,
OD1753,Adavan,Fruits & Veggies,Fresh Fruits,,
OD1754,Shree,Snacks,Noodles,,
OD1755,Arvind,Food Grains,Dals & Pulses,,
OD1756,Aditi,Bakery,Breads & Buns,,
OD1757,Amrish,Fruits & Veggies,Fresh Fruits,,
OD1758,Sharon,"Eggs, Meat & Fish",Fish,,
OD1759,Harish,Food Grains,Organic Staples,,
OD1760,Roshan,Fruits & Veggies,Fresh Fruits,,
OD1761,Amrish,Bakery,Breads & Buns,,
OD1762,Suresh,Food Grains,Rice,,
OD1763,Shree,Food Grains,Rice,,
OD1764,Sudha,Food Grains,Dals & Pulses,,
OD1765,Sheeba,"Eggs, Meat & Fish",Chicken,,
OD1766,Amrish,Snacks,Chocolates,,
OD1767,Ramesh,Snacks,Cookies,,
OD1768,Ganesh,Bakery,Breads & Buns,,
OD1769,Arvind,Food Grains,Dals & Pulses,,
OD1770,Sheeba,Bakery,Biscuits,,
OD1771,Sundar,Oil & Masala,Masalas,,
OD1772,Ganesh,Beverages,Health Drinks,,
OD1773,Roshan,Food Grains,Rice,,
OD1774,Harish,Snacks,Chocolates,,
OD1775,Komal,Food Grains,Atta & Flour,,
OD1776,Arvind,"Eggs, Meat & Fish",Eggs,,
OD1777,Shah,Bakery,Cakes,,
OD1778,Shah,Bakery,Breads & Buns,,
OD1779,Kumar,Beverages,Soft Drinks,,
OD1780,Malik,Bakery,Biscuits,,
OD1781,Ramesh,Bakery,Cakes,,
OD1782,Verma,Food Grains,Rice,,
OD1783,Hafiz,Beverages,Health Drinks,,
OD1784,Aditi,Beverages,Health Drinks,,
OD1785,Sundar,Beverages,Health Drinks,,
OD1786,Yadav,Fruits & Veggies,Fresh Fruits,,
OD1787,Arvind,Bakery,Cakes,,
OD1788,Sundar,Snacks,Chocolates,,
OD1789,Muneer,Fruits & Veggies,Fresh Fruits,,
OD1790,Willams,Fruits & Veggies,Fresh Vegetables,,
OD1791,Ganesh,Snacks,Noodles,,
OD1792,Ganesh,Oil & Masala,Masalas,,
OD1793,Hafiz,Bakery,Cakes,,
OD1794,Amrish,Bakery,Biscuits,,
OD1795,Ram,Food Grains,Atta & Flour,,
OD1796,Vince,"Eggs, Meat & Fish",Mutton,,
OD1797,Amrish,Food Grains,Atta & Flour,,
OD1798,Roshan,Bakery,Breads & Buns,,
OD1799,Willams,"Eggs, Meat & Fish",Mutton,,
OD1800,Sundar,Oil & Masala,Edible Oil & Ghee,,
OD1801,Haseena,Food Grains,Dals & Pulses,,
OD1802,Ravi,Beverages,Soft Drinks,,
OD1803,Anu,Beverages,Health Drinks,,
OD1804,Mathew,Bakery,Breads & Buns,,
OD1805,Ridhesh,Bakery,Cakes,,
OD1806,Ridhesh,Fruits & Veggies,Fresh Fruits,,
OD1807,Surya,Snacks,Chocolates,,
OD1808,Esther,Bakery,Biscuits,,
OD1809,Malik,Beverages,Health Drinks,,
OD1810,Roshan,Oil & Masala,Edible Oil & Ghee,,
OD1811,Akash,Bakery,Breads & Buns,,
OD1812,Surya,Beverages,Health Drinks,,
OD1813,Mathew,Bakery,Biscuits,,
OD1814,Sabeela,Fruits & Veggies,Organic Vegetables,,
